temperature,humidity,label
-15.7379,41.1103,Không hợp lệ
-15.6778,42.0564,Không hợp lệ
-15.6178,18.1757,Không hợp lệ
-15.5578,47.7303,Không hợp lệ
-15.4977,69.2043,Không hợp lệ
-15.4377,53.2283,Không hợp lệ
-15.3777,8.0579,Không hợp lệ
-15.3177,3.4357,Không hợp lệ
-15.2576,87.9783,Không hợp lệ
-15.1976,72.1046,Không hợp lệ
-15.1376,80.3089,Không hợp lệ
-15.0775,48.9044,Không hợp lệ
-15.0175,92.3845,Không hợp lệ
-14.9575,70.4334,Không hợp lệ
-14.8974,98.0714,Không hợp lệ
-14.8374,97.4097,Không hợp lệ
-14.7774,49.9468,Không hợp lệ
-14.7174,46.1828,Không hợp lệ
-14.6573,48.3896,Không hợp lệ
-14.5973,8.4459,Không hợp lệ
-14.5373,17.0584,Không hợp lệ
-14.4772,61.1272,Không hợp lệ
-14.4172,83.5835,Không hợp lệ
-14.3572,74.2707,Không hợp lệ
-14.2971,23.2929,Không hợp lệ
-14.2371,1.8547,Không hợp lệ
-14.1771,94.9702,Không hợp lệ
-14.1171,23.2764,Không hợp lệ
-14.0570,60.2480,Không hợp lệ
-13.9970,66.5889,Không hợp lệ
-13.9370,28.2752,Không hợp lệ
-13.8769,53.4020,Không hợp lệ
-13.8169,53.8548,Không hợp lệ
-13.7569,13.8476,Không hợp lệ
-13.6968,27.3172,Không hợp lệ
-13.6368,73.3192,Không hợp lệ
-13.5768,72.2586,Không hợp lệ
-13.5168,12.4933,Không hợp lệ
-13.4567,82.3309,Không hợp lệ
-13.3967,60.7947,Không hợp lệ
-13.3367,62.0847,Không hợp lệ
-13.2766,46.4440,Không hợp lệ
-13.2166,53.4687,Không hợp lệ
-13.1566,3.4560,Không hợp lệ
-13.0965,65.1581,Không hợp lệ
-13.0365,56.5436,Không hợp lệ
-12.9765,57.9915,Không hợp lệ
-12.9165,74.2864,Không hợp lệ
-12.8564,42.5735,Không hợp lệ
-12.7964,0.9567,Không hợp lệ
-12.7364,48.5534,Không hợp lệ
-12.6763,80.8201,Không hợp lệ
-12.6163,27.7753,Không hợp lệ
-12.5563,40.6004,Không hợp lệ
-12.4962,93.3577,Không hợp lệ
-12.4362,7.5310,Không hợp lệ
-12.3762,65.9423,Không hợp lệ
-12.3162,24.3185,Không hợp lệ
-12.2561,72.5791,Không hợp lệ
-12.1961,83.4035,Không hợp lệ
-12.1361,35.2322,Không hợp lệ
-12.0760,76.0108,Không hợp lệ
-12.0160,88.7255,Không hợp lệ
-11.9560,85.5248,Không hợp lệ
-11.8959,39.2395,Không hợp lệ
-11.8359,15.1905,Không hợp lệ
-11.7759,99.4408,Không hợp lệ
-11.7159,61.5361,Không hợp lệ
-11.6558,36.7866,Không hợp lệ
-11.5958,65.2902,Không hợp lệ
-11.5358,34.0084,Không hợp lệ
-11.4757,78.3506,Không hợp lệ
-11.4157,37.0944,Không hợp lệ
-11.3557,45.5151,Không hợp lệ
-11.2956,77.5023,Không hợp lệ
-11.2356,1.7312,Không hợp lệ
-11.1756,30.1090,Không hợp lệ
-11.1156,82.4447,Không hợp lệ
-11.0555,71.3125,Không hợp lệ
-10.9955,25.3189,Không hợp lệ
-10.9355,8.3837,Không hợp lệ
-10.8754,47.9210,Không hợp lệ
-10.8154,26.9556,Không hợp lệ
-10.7554,40.4650,Không hợp lệ
-10.6953,27.7008,Không hợp lệ
-10.6353,52.3844,Không hợp lệ
-10.5753,39.5767,Không hợp lệ
-10.5153,29.5980,Không hợp lệ
-10.4552,51.5995,Không hợp lệ
-10.3952,58.1531,Không hợp lệ
-10.3352,81.3932,Không hợp lệ
-10.2751,31.6416,Không hợp lệ
-10.2151,15.7896,Không hợp lệ
-10.1551,66.8284,Không hợp lệ
-10.0950,91.0349,Không hợp lệ
-10.0350,81.5902,Không hợp lệ
-9.9750,89.7292,Không hợp lệ
-9.9150,39.6521,Không hợp lệ
-9.8549,29.2418,Không hợp lệ
-9.7949,37.1532,Không hợp lệ
-9.7349,66.0652,Không hợp lệ
-9.6748,54.7380,Không hợp lệ
-9.6148,97.6326,Không hợp lệ
-9.5548,95.9499,Không hợp lệ
-9.4947,64.2281,Không hợp lệ
-9.4347,53.4144,Không hợp lệ
-9.3747,83.0713,Không hợp lệ
-9.3147,55.8774,Không hợp lệ
-9.2546,42.7979,Không hợp lệ
-9.1946,49.4299,Không hợp lệ
-9.1346,42.3014,Không hợp lệ
-9.0745,28.5765,Không hợp lệ
-9.0145,29.4594,Không hợp lệ
-8.9545,51.9844,Không hợp lệ
-8.8944,31.9000,Không hợp lệ
-8.8344,80.8428,Không hợp lệ
-8.7744,98.7697,Không hợp lệ
-8.7144,92.9104,Không hợp lệ
-8.6543,84.2119,Không hợp lệ
-8.5943,94.4217,Không hợp lệ
-8.5343,93.5529,Không hợp lệ
-8.4742,16.4174,Không hợp lệ
-8.4142,36.6743,Không hợp lệ
-8.3542,12.2499,Không hợp lệ
-8.2941,22.5160,Không hợp lệ
-8.2341,0.2759,Không hợp lệ
-8.1741,83.5690,Không hợp lệ
-8.1141,44.9681,Không hợp lệ
-8.0540,90.1706,Không hợp lệ
-7.9940,9.6361,Không hợp lệ
-7.9340,17.5257,Không hợp lệ
-7.8739,67.7002,Không hợp lệ
-7.8139,14.2521,Không hợp lệ
-7.7539,41.6641,Không hợp lệ
-7.6938,69.9749,Không hợp lệ
-7.6338,89.7264,Không hợp lệ
-7.5738,55.9038,Không hợp lệ
-7.5138,71.7974,Không hợp lệ
-7.4537,28.3748,Không hợp lệ
-7.3937,0.5904,Không hợp lệ
-7.3337,16.1790,Không hợp lệ
-7.2736,93.2474,Không hợp lệ
-7.2136,17.3002,Không hợp lệ
-7.1536,22.0412,Không hợp lệ
-7.0935,30.2985,Không hợp lệ
-7.0335,92.1040,Không hợp lệ
-6.9735,41.0590,Không hợp lệ
-6.9135,59.5219,Không hợp lệ
-6.8534,46.5243,Không hợp lệ
-6.7934,27.0193,Không hợp lệ
-6.7334,14.7511,Không hợp lệ
-6.6733,31.1903,Không hợp lệ
-6.6133,2.6325,Không hợp lệ
-6.5533,5.0894,Không hợp lệ
-6.4932,4.1511,Không hợp lệ
-6.4332,83.8660,Không hợp lệ
-6.3732,98.9005,Không hợp lệ
-6.3132,86.7195,Không hợp lệ
-6.2531,37.7502,Không hợp lệ
-6.1931,96.3114,Không hợp lệ
-6.1331,89.6247,Không hợp lệ
-6.0730,23.5449,Không hợp lệ
-6.0130,89.5789,Không hợp lệ
-5.9530,67.8621,Không hợp lệ
-5.8929,39.2871,Không hợp lệ
-5.8329,60.4952,Không hợp lệ
-5.7729,37.5478,Không hợp lệ
-5.7129,17.8013,Không hợp lệ
-5.6528,83.2667,Không hợp lệ
-5.5928,77.7949,Không hợp lệ
-5.5328,33.6341,Không hợp lệ
-5.4727,33.8089,Không hợp lệ
-5.4127,56.5939,Không hợp lệ
-5.3527,97.7767,Không hợp lệ
-5.2926,28.5306,Không hợp lệ
-5.2326,99.6506,Không hợp lệ
-5.1726,29.8772,Không hợp lệ
-5.1126,76.5828,Không hợp lệ
-5.0525,14.7925,Không hợp lệ
-4.9925,86.3817,Không hợp lệ
-4.9325,96.2404,Không hợp lệ
-4.8724,80.8635,Không hợp lệ
-4.8124,96.1173,Không hợp lệ
-4.7524,75.2619,Không hợp lệ
-4.6923,92.9407,Không hợp lệ
-4.6323,51.6221,Không hợp lệ
-4.5723,42.9921,Không hợp lệ
-4.5123,97.5365,Không hợp lệ
-4.4522,86.3235,Không hợp lệ
-4.3922,73.9334,Không hợp lệ
-4.3322,45.0592,Không hợp lệ
-4.2721,17.1641,Không hợp lệ
-4.2121,28.6795,Không hợp lệ
-4.1521,73.7034,Không hợp lệ
-4.0920,82.7977,Không hợp lệ
-4.0320,83.2696,Không hợp lệ
-3.9720,43.2477,Không hợp lệ
-3.9120,72.4427,Không hợp lệ
-3.8519,41.8589,Không hợp lệ
-3.7919,13.7086,Không hợp lệ
-3.7319,74.1644,Không hợp lệ
-3.6718,26.3499,Không hợp lệ
-3.6118,12.1398,Không hợp lệ
-3.5518,17.6346,Không hợp lệ
-3.4917,75.7232,Không hợp lệ
-3.4317,30.6464,Không hợp lệ
-3.3717,76.0846,Không hợp lệ
-3.3117,58.0441,Không hợp lệ
-3.2516,17.4909,Không hợp lệ
-3.1916,50.9959,Không hợp lệ
-3.1316,72.0855,Không hợp lệ
-3.0715,50.2820,Không hợp lệ
-3.0115,23.5718,Không hợp lệ
-2.9515,68.0257,Không hợp lệ
-2.8914,33.0664,Không hợp lệ
-2.8314,63.7575,Không hợp lệ
-2.7714,72.0561,Không hợp lệ
-2.7114,39.1991,Không hợp lệ
-2.6513,70.0310,Không hợp lệ
-2.5913,45.6672,Không hợp lệ
-2.5313,61.7778,Không hợp lệ
-2.4712,64.1936,Không hợp lệ
-2.4112,68.9420,Không hợp lệ
-2.3512,28.7825,Không hợp lệ
-2.2911,3.9333,Không hợp lệ
-2.2311,38.6252,Không hợp lệ
-2.1711,53.4589,Không hợp lệ
-2.1111,92.4708,Không hợp lệ
-2.0510,48.1359,Không hợp lệ
-1.9910,69.6287,Không hợp lệ
-1.9310,23.1150,Không hợp lệ
-1.8709,29.2722,Không hợp lệ
-1.8109,88.5241,Không hợp lệ
-1.7509,37.0678,Không hợp lệ
-1.6908,28.4339,Không hợp lệ
-1.6308,34.1905,Không hợp lệ
-1.5708,42.9153,Không hợp lệ
-1.5108,23.8888,Không hợp lệ
-1.4507,44.0345,Không hợp lệ
-1.3907,27.4836,Không hợp lệ
-1.3307,17.5358,Không hợp lệ
-1.2706,50.3406,Không hợp lệ
-1.2106,6.4861,Không hợp lệ
-1.1506,38.6979,Không hợp lệ
-1.0905,90.3925,Không hợp lệ
-1.0305,96.4624,Không hợp lệ
-0.9705,28.1509,Không hợp lệ
-0.9105,6.2892,Không hợp lệ
-0.8504,79.1745,Không hợp lệ
-0.7904,29.1675,Không hợp lệ
-0.7304,21.8543,Không hợp lệ
-0.6703,37.8670,Không hợp lệ
-0.6103,8.2792,Không hợp lệ
-0.5503,11.4270,Không hợp lệ
-0.4902,62.6446,Không hợp lệ
-0.4302,88.0929,Không hợp lệ
-0.3702,13.7328,Không hợp lệ
-0.3102,28.6642,Không hợp lệ
-0.2501,79.9994,Không hợp lệ
-0.1901,18.6984,Không hợp lệ
-0.1301,46.9511,Không hợp lệ
-0.0700,50.5347,Không hợp lệ
-0.0100,81.5227,Không hợp lệ
0.0500,55.2187,Bật máy sưởi
0.1101,68.7827,Bật máy sưởi
0.1701,49.4317,Bật máy sưởi
0.2301,49.9020,Bật máy sưởi
0.2901,6.6958,Bật máy sưởi
0.3502,65.4875,Bật máy sưởi
0.4102,21.8617,Bật máy sưởi
0.4702,96.9091,Bật máy sưởi
0.5303,80.3236,Bật máy sưởi
0.5903,2.7153,Bật máy sưởi
0.6503,43.3329,Bật máy sưởi
0.7104,93.8240,Bật máy sưởi
0.7704,7.2711,Bật máy sưởi
0.8304,54.1954,Bật máy sưởi
0.8904,32.8222,Bật máy sưởi
0.9505,80.0707,Bật máy sưởi
1.0105,77.1374,Bật máy sưởi
1.0705,99.8459,Bật máy sưởi
1.1306,29.1379,Bật máy sưởi
1.1906,39.2662,Bật máy sưởi
1.2506,92.0175,Bật máy sưởi
1.3107,15.6202,Bật máy sưởi
1.3707,43.2775,Bật máy sưởi
1.4307,84.3796,Bật máy sưởi
1.4907,56.6758,Bật máy sưởi
1.5508,3.7820,Bật máy sưởi
1.6108,21.3148,Bật máy sưởi
1.6708,91.4837,Bật máy sưởi
1.7309,71.0548,Bật máy sưởi
1.7909,7.2972,Bật máy sưởi
1.8509,84.9888,Bật máy sưởi
1.9110,35.3861,Bật máy sưởi
1.9710,27.5512,Bật máy sưởi
2.0310,13.5892,Bật máy sưởi
2.0910,79.5984,Bật máy sưởi
2.1511,82.6677,Bật máy sưởi
2.2111,53.3591,Bật máy sưởi
2.2711,58.3581,Bật máy sưởi
2.3312,44.8507,Bật máy sưởi
2.3912,47.2575,Bật máy sưởi
2.4512,87.0249,Bật máy sưởi
2.5113,49.8523,Bật máy sưởi
2.5713,76.8824,Bật máy sưởi
2.6313,4.8773,Bật máy sưởi
2.6913,17.4333,Bật máy sưởi
2.7514,19.1365,Bật máy sưởi
2.8114,96.2145,Bật máy sưởi
2.8714,57.1542,Bật máy sưởi
2.9315,10.2111,Bật máy sưởi
2.9915,1.6464,Bật máy sưởi
3.0515,20.9801,Bật máy sưởi
3.1116,3.3212,Bật máy sưởi
3.1716,41.8099,Bật máy sưởi
3.2316,54.1728,Bật máy sưởi
3.2916,83.5271,Bật máy sưởi
3.3517,54.4738,Bật máy sưởi
3.4117,58.9647,Bật máy sưởi
3.4717,82.6163,Bật máy sưởi
3.5318,81.1696,Bật máy sưởi
3.5918,19.0324,Bật máy sưởi
3.6518,92.4670,Bật máy sưởi
3.7119,60.0905,Bật máy sưởi
3.7719,88.3491,Bật máy sưởi
3.8319,68.3205,Bật máy sưởi
3.8919,6.5668,Bật máy sưởi
3.9520,2.2046,Bật máy sưởi
4.0120,47.6220,Bật máy sưởi
4.0720,55.6139,Bật máy sưởi
4.1321,84.0291,Bật máy sưởi
4.1921,0.1912,Bật máy sưởi
4.2521,60.3936,Bật máy sưởi
4.3122,60.9182,Bật máy sưởi
4.3722,62.8732,Bật máy sưởi
4.4322,11.0367,Bật máy sưởi
4.4922,45.4045,Bật máy sưởi
4.5523,18.9057,Bật máy sưởi
4.6123,49.8011,Bật máy sưởi
4.6723,43.7495,Bật máy sưởi
4.7324,48.4001,Bật máy sưởi
4.7924,21.7082,Bật máy sưởi
4.8524,36.1523,Bật máy sưởi
4.9125,38.0261,Bật máy sưởi
4.9725,86.7163,Bật máy sưởi
5.0325,60.2402,Bật máy sưởi
5.0925,11.1360,Bật máy sưởi
5.1526,87.3601,Bật máy sưởi
5.2126,46.5624,Bật máy sưởi
5.2726,23.0003,Bật máy sưởi
5.3327,20.5503,Bật máy sưởi
5.3927,71.8429,Bật máy sưởi
5.4527,64.6956,Bật máy sưởi
5.5128,81.5802,Bật máy sưởi
5.5728,85.3391,Bật máy sưởi
5.6328,44.2825,Bật máy sưởi
5.6928,13.9068,Bật máy sưởi
5.7529,63.3796,Bật máy sưởi
5.8129,51.9236,Bật máy sưởi
5.8729,98.5725,Bật máy sưởi
5.9330,70.8312,Bật máy sưởi
5.9930,96.8702,Bật máy sưởi
6.0530,84.4369,Bật máy sưởi
6.1131,11.3952,Bật máy sưởi
6.1731,72.8532,Bật máy sưởi
6.2331,12.5432,Bật máy sưởi
6.2931,85.0994,Bật máy sưởi
6.3532,28.3713,Bật máy sưởi
6.4132,0.1574,Bật máy sưởi
6.4732,24.4789,Bật máy sưởi
6.5333,25.7297,Bật máy sưởi
6.5933,32.3147,Bật máy sưởi
6.6533,72.8517,Bật máy sưởi
6.7134,35.6017,Bật máy sưởi
6.7734,99.4706,Bật máy sưởi
6.8334,14.6993,Bật máy sưởi
6.8934,61.8873,Bật máy sưởi
6.9535,67.4088,Bật máy sưởi
7.0135,74.8578,Bật máy sưởi
7.0735,74.7048,Bật máy sưởi
7.1336,45.7538,Bật máy sưởi
7.1936,4.2590,Bật máy sưởi
7.2536,91.0918,Bật máy sưởi
7.3137,71.1068,Bật máy sưởi
7.3737,57.7549,Bật máy sưởi
7.4337,96.7735,Bật máy sưởi
7.4937,79.2752,Bật máy sưởi
7.5538,8.0716,Bật máy sưởi
7.6138,3.7955,Bật máy sưởi
7.6738,44.6879,Bật máy sưởi
7.7339,11.7577,Bật máy sưởi
7.7939,58.6611,Bật máy sưởi
7.8539,71.6360,Bật máy sưởi
7.9140,9.6240,Bật máy sưởi
7.9740,0.3814,Bật máy sưởi
8.0340,56.9315,Bật máy sưởi
8.0940,86.9629,Bật máy sưởi
8.1541,44.4629,Bật máy sưởi
8.2141,87.2296,Bật máy sưởi
8.2741,2.9198,Bật máy sưởi
8.3342,44.4883,Bật máy sưởi
8.3942,93.9087,Bật máy sưởi
8.4542,81.2539,Bật máy sưởi
8.5143,69.4776,Bật máy sưởi
8.5743,74.8444,Bật máy sưởi
8.6343,99.1647,Bật máy sưởi
8.6943,5.8321,Bật máy sưởi
8.7544,23.7845,Bật máy sưởi
8.8144,80.3006,Bật máy sưởi
8.8744,83.0979,Bật máy sưởi
8.9345,26.2540,Bật máy sưởi
8.9945,17.2133,Bật máy sưởi
9.0545,68.5166,Bật máy sưởi
9.1146,80.8334,Bật máy sưởi
9.1746,52.5771,Bật máy sưởi
9.2346,42.8041,Bật máy sưởi
9.2946,77.5710,Bật máy sưởi
9.3547,45.4315,Bật máy sưởi
9.4147,43.9962,Bật máy sưởi
9.4747,56.6709,Bật máy sưởi
9.5348,60.9278,Bật máy sưởi
9.5948,20.2243,Bật máy sưởi
9.6548,1.7080,Bật máy sưởi
9.7149,15.7116,Bật máy sưởi
9.7749,58.7826,Bật máy sưởi
9.8349,96.6700,Bật máy sưởi
9.8949,70.8513,Bật máy sưởi
9.9550,79.2739,Bật máy sưởi
10.0150,72.6631,Bật máy sưởi
10.0750,41.5912,Bật máy sưởi
10.1351,82.0949,Bật máy sưởi
10.1951,4.7431,Bật máy sưởi
10.2551,92.6909,Bật máy sưởi
10.3152,5.6776,Bật máy sưởi
10.3752,64.8080,Bật máy sưởi
10.4352,74.2538,Bật máy sưởi
10.4952,8.3717,Bật máy sưởi
10.5553,76.5615,Bật máy sưởi
10.6153,47.6404,Bật máy sưởi
10.6753,16.1786,Bật máy sưởi
10.7354,46.6964,Bật máy sưởi
10.7954,36.7983,Bật máy sưởi
10.8554,63.6858,Bật máy sưởi
10.9155,28.2980,Bật máy sưởi
10.9755,6.3431,Bật máy sưởi
11.0355,55.7794,Bật máy sưởi
11.0955,54.6077,Bật máy sưởi
11.1556,22.6351,Bật máy sưởi
11.2156,95.3854,Bật máy sưởi
11.2756,28.6232,Bật máy sưởi
11.3357,1.7673,Bật máy sưởi
11.3957,70.9491,Bật máy sưởi
11.4557,31.2354,Bật máy sưởi
11.5158,95.0640,Bật máy sưởi
11.5758,28.6400,Bật máy sưởi
11.6358,59.6382,Bật máy sưởi
11.6958,58.3204,Bật máy sưởi
11.7559,50.2275,Bật máy sưởi
11.8159,34.3292,Bật máy sưởi
11.8759,86.3897,Bật máy sưởi
11.9360,91.7066,Bật máy sưởi
11.9960,72.6897,Bật máy sưởi
12.0560,85.4277,Bật máy sưởi
12.1161,66.1449,Bật máy sưởi
12.1761,24.7703,Bật máy sưởi
12.2361,42.8054,Bật máy sưởi
12.2961,51.1597,Bật máy sưởi
12.3562,78.1274,Bật máy sưởi
12.4162,73.0581,Bật máy sưởi
12.4762,30.6100,Bật máy sưởi
12.5363,29.0559,Bật máy sưởi
12.5963,23.7478,Bật máy sưởi
12.6563,28.9475,Bật máy sưởi
12.7164,64.0198,Bật máy sưởi
12.7764,40.8770,Bật máy sưởi
12.8364,82.6210,Bật máy sưởi
12.8964,85.1189,Bật máy sưởi
12.9565,80.4296,Bật máy sưởi
13.0165,72.5138,Bật máy sưởi
13.0765,50.7781,Bật máy sưởi
13.1366,54.2360,Bật máy sưởi
13.1966,81.2894,Bật máy sưởi
13.2566,15.5369,Bật máy sưởi
13.3167,82.7053,Bật máy sưởi
13.3767,63.3612,Bật máy sưởi
13.4367,55.7655,Bật máy sưởi
13.4967,44.5533,Bật máy sưởi
13.5568,70.2286,Bật máy sưởi
13.6168,15.0352,Bật máy sưởi
13.6768,18.7706,Bật máy sưởi
13.7369,88.9988,Bật máy sưởi
13.7969,91.7355,Bật máy sưởi
13.8569,11.7970,Bật máy sưởi
13.9170,92.3480,Bật máy sưởi
13.9770,41.9622,Bật máy sưởi
14.0370,82.7853,Bật máy sưởi
14.0970,5.1316,Bật máy sưởi
14.1571,89.5412,Bật máy sưởi
14.2171,99.4287,Bật máy sưởi
14.2771,15.1708,Bật máy sưởi
14.3372,87.1472,Bật máy sưởi
14.3972,19.0625,Bật máy sưởi
14.4572,87.7561,Bật máy sưởi
14.5173,59.6562,Bật máy sưởi
14.5773,44.3004,Bật máy sưởi
14.6373,3.0954,Bật máy sưởi
14.6973,63.7058,Bật máy sưởi
14.7574,24.3293,Bật máy sưởi
14.8174,22.5576,Bật máy sưởi
14.8774,68.6510,Bật máy sưởi
14.9375,20.9158,Bật máy sưởi
14.9975,82.9508,Bật máy sưởi
15.0575,8.1199,Bật máy sưởi
15.1176,9.0960,Bật máy sưởi
15.1776,3.6001,Bật máy sưởi
15.2376,26.9413,Bật máy sưởi
15.2976,75.4769,Bật máy sưởi
15.3577,67.2563,Bật máy sưởi
15.4177,4.5792,Bật máy sưởi
15.4777,85.2489,Bật máy sưởi
15.5378,57.2632,Bật máy sưởi
15.5978,77.2417,Bật máy sưởi
15.6578,20.7946,Bật máy sưởi
15.7179,34.3976,Bật máy sưởi
15.7779,38.8072,Bật máy sưởi
15.8379,55.9705,Bật máy sưởi
15.8979,22.7099,Bật máy sưởi
15.9580,2.2152,Bật máy sưởi
16.0180,29.5033,Bật máy sưởi
16.0780,85.2723,Bật máy sưởi
16.1381,47.5627,Bật máy sưởi
16.1981,29.7335,Bật máy sưởi
16.2581,64.4923,Bật máy sưởi
16.3182,27.2406,Bật máy sưởi
16.3782,67.4921,Bật máy sưởi
16.4382,2.4648,Bật máy sưởi
16.4982,18.0625,Bật máy sưởi
16.5583,93.0779,Bật máy sưởi
16.6183,23.8043,Bật máy sưởi
16.6783,9.4538,Bật máy sưởi
16.7384,92.7283,Bật máy sưởi
16.7984,49.1712,Bật máy sưởi
16.8584,84.6887,Bật máy sưởi
16.9185,3.4351,Bật máy sưởi
16.9785,67.9008,Bật máy sưởi
17.0385,36.8221,Bật máy sưởi
17.0985,94.2344,Bật máy sưởi
17.1586,40.1543,Bật máy sưởi
17.2186,10.1109,Bật máy sưởi
17.2786,98.5387,Bật máy sưởi
17.3387,68.8474,Bật máy sưởi
17.3987,87.8970,Bật máy sưởi
17.4587,17.0958,Bật máy sưởi
17.5188,6.9802,Bật máy sưởi
17.5788,15.2979,Bật máy sưởi
17.6388,44.8419,Bật máy sưởi
17.6988,97.0627,Bật máy sưởi
17.7589,51.1681,Bật máy sưởi
17.8189,22.3767,Bật máy sưởi
17.8789,1.9510,Bật máy sưởi
17.9390,86.1765,Bật máy sưởi
17.9990,98.4351,Bật máy sưởi
18.0590,55.0585,Bật máy sưởi
18.1191,45.4906,Bật máy sưởi
18.1791,46.0855,Bật máy sưởi
18.2391,50.4514,Bật máy sưởi
18.2991,90.2862,Bật máy sưởi
18.3592,83.7705,Bật máy sưởi
18.4192,17.0011,Bật máy sưởi
18.4792,12.4899,Bật máy sưởi
18.5393,48.3312,Bật máy sưởi
18.5993,94.9736,Bật máy sưởi
18.6593,63.4390,Bật máy sưởi
18.7194,68.7800,Bật máy sưởi
18.7794,7.0753,Bật máy sưởi
18.8394,37.7321,Bật máy sưởi
18.8994,41.3222,Bật máy sưởi
18.9595,75.9093,Bật máy sưởi
19.0195,65.8133,Bật máy sưởi
19.0795,83.5181,Bật máy sưởi
19.1396,83.7447,Bật máy sưởi
19.1996,34.4352,Bật máy sưởi
19.2596,44.6746,Bật máy sưởi
19.3197,98.6762,Bật máy sưởi
19.3797,61.2513,Bật máy sưởi
19.4397,81.2669,Bật máy sưởi
19.4997,70.6611,Bật máy sưởi
19.5598,96.7771,Bật máy sưởi
19.6198,76.1735,Bật máy sưởi
19.6798,14.3921,Bật máy sưởi
19.7399,28.3897,Bật máy sưởi
19.7999,22.0863,Bật máy sưởi
19.8599,54.8083,Bật máy sưởi
19.9200,4.8411,Bật máy sưởi
19.9800,16.5099,Bật máy sưởi
20.0400,19.3220,Bật máy sưởi
20.1001,17.6769,Bật máy sưởi
20.1601,61.3074,Bật máy sưởi
20.2201,16.4810,Bật máy sưởi
20.2801,43.5433,Bật máy sưởi
20.3402,55.4207,Bật máy sưởi
20.4002,65.9717,Bật máy sưởi
20.4602,75.7565,Bật máy sưởi
20.5203,40.9215,Bật máy sưởi
20.5803,80.1387,Bật máy sưởi
20.6403,12.7886,Bật máy sưởi
20.7004,2.2830,Bật máy sưởi
20.7604,23.4627,Bật máy sưởi
20.8204,21.9453,Bật máy sưởi
20.8804,28.9439,Bật máy sưởi
20.9405,84.2378,Bật máy sưởi
21.0005,27.8542,Bật máy sưởi
21.0605,52.2618,Bật máy sưởi
21.1206,34.1406,Bật máy sưởi
21.1806,31.6074,Bật máy sưởi
21.2406,49.7907,Bật máy sưởi
21.3007,40.6029,Bật máy sưởi
21.3607,35.4935,Bật máy sưởi
21.4207,13.9569,Bật máy sưởi
21.4807,95.7163,Bật máy sưởi
21.5408,3.8770,Bật máy sưởi
21.6008,88.6088,Bật máy sưởi
21.6608,8.2658,Bật máy sưởi
21.7209,29.5859,Bật máy sưởi
21.7809,89.0719,Bật máy sưởi
21.8409,17.5602,Bật máy sưởi
21.9010,44.3095,Bật máy sưởi
